author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Анна Климова;realtor;https://www.cian.ru/sale/flat/274682561/;Москва;sale;flat;13;14;1;43.4;239631;10400000;Свиблово;Вересковая;Свиблово;
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/287257901/;Москва;sale;flat;6;19;1;46.0;226086;10400000;;;Рассказовка;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/286707075/;Москва;sale;flat;7;15;1;43.6;237385;10350000;Люблино;Юго-Восточный ао;;Светлый Мир Станция Л ЖК
ПИК;developer;https://www.cian.ru/sale/flat/273746690/;Москва;sale;flat;7;33;1;34.2;305120;10435138;Нагатино-Садовники;;Коломенская;Второй Нагатинский ЖК
ПИК;developer;https://www.cian.ru/sale/flat/283554204/;Москва;sale;flat;3;24;1;39.3;264620;10399566;Отрадное;;Бибирево;Римского-Корсакова 11 ЖК
MR Group;developer;https://www.cian.ru/sale/flat/286391724/;Москва;sale;flat;-1;-1;-1;202.0;51647;10432719;Южнопортовый;Волгоградский проспект;Волгоградский проспект;Метрополия
Павел Коробов;realtor;https://www.cian.ru/sale/flat/285593403/;Москва;sale;flat;11;17;1;38.2;272251;10400000;Чертаново Северное;Варшавское шоссе;Чертановская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/286396146/;Москва;sale;flat;17;28;1;47.5;221052;10500000;Ховрино;Флотская;Речной вокзал;Апарт-комплекс Флотилия
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/284356272/;Москва;sale;flat;16;18;1;36.0;290277;10450000;Бирюлево Восточное;6-я Радиальная;Царицыно;Царицыно-2
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/284720639/;Москва;sale;flat;10;12;1;35.3;297167;10490000;Коптево;Большая Академическая;Красный Балтиец;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/286989837/;Москва;sale;flat;2;15;1;36.3;289256;10500000;Ховрино;Зеленоградская;Ховрино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287226192/;Москва;sale;flat;5;34;1;32.6;322055;10499000;Очаково-Матвеевское;к.2.2;Аминьевская;Матвеевский Парк ЖК
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/286659273/;Москва;sale;flat;5;15;1;41.5;253012;10500000;Царицыно;Пролетарский проспект;Кантемировская;
БЕСТ на Октябрьской;real_estate_agent;https://www.cian.ru/sale/flat/287211481/;Москва;sale;flat;4;12;1;44.0;238636;10500000;Чертаново Южное;Академика Янгеля;Улица Академика Янгеля;
Лидия Ортнер;realtor;https://www.cian.ru/sale/flat/286591268/;Москва;sale;flat;1;9;1;32.1;327102;10500000;Коньково;Профсоюзная;Беляево;
Навигатор недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/280934641/;Москва;sale;flat;17;17;1;37.6;279255;10500000;Ново-Переделкино;Боровское шоссе;Боровское шоссе;
ПИК;developer;https://www.cian.ru/sale/flat/278391114/;Москва;sale;flat;3;25;1;34.2;308958;10566397;Бабушкинский;;Свиблово;Кольская 8 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/270781480/;Москва;sale;flat;22;33;1;32.6;326431;10641683;Нижегородский;Новохохловская;Новохохловская;Новохохловская 15
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/286301692/;Москва;sale;flat;3;33;1;40.1;264339;10600000;Южное Бутово;Поляны;Улица Скобелевская;Столичные поляны
ГК  LER GROUP;official_representative;https://www.cian.ru/sale/flat/278827996/;Москва;sale;flat;2;4;1;43.1;245011;10560000;Покровское-Стрешнево;Летная;Тушинская;
ПИК;developer;https://www.cian.ru/sale/flat/280318807/;Москва;sale;flat;6;17;1;36.1;296333;10697657;Метрогородок;к2/4;Бульвар Рокоссовского;Лосиноостровский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/278024396/;Москва;sale;flat;18;21;1;37.7;284100;10710570;Сокольники;Сокольнический Вал;Рижская;Сокольнический вал 1
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285444062/;Москва;sale;flat;18;21;1;43.7;245601;10732773;;;Рассказовка;
Level Group;developer;https://www.cian.ru/sale/flat/284889193/;Москва;sale;flat;16;24;1;38.1;281061;10708433;Покровское-Стрешнево;проезд Проектируемый № 3959;Тушинская;Апартаментный комплекс Level Стрешнево
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/286759186/;Москва;sale;flat;7;16;1;37.1;288407;10699900;Теплый Стан;Теплый Стан;Тёплый Стан;
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/283581591/;Москва;sale;flat;8;12;1;38.0;281578;10700000;Бибирево;Шенкурский проезд;Алтуфьево;
ПИК;developer;https://www.cian.ru/sale/flat/283572616/;Москва;sale;flat;19;33;1;38.9;279770;10883053;Рязанский;Михайлова;Окская;Михайловский парк
ДСК-1;developer;https://www.cian.ru/sale/flat/281306482/;Москва;sale;flat;-1;-1;-1;10.0;1075000;10750000;Молжаниновский;Ленинградское шоссе;Водники;Первый Ленинградский
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/287249093/;Москва;sale;flat;3;10;1;39.5;272151;10750000;Солнцево;Юлиана Семенова;Солнцево;Лучи
Светлана Молчанова;realtor;https://www.cian.ru/sale/flat/286864269/;Москва;sale;flat;5;17;1;38.8;278350;10800000;Бескудниковский;Бескудниковский бульвар;Яхромская;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/286753325/;Москва;sale;flat;2;6;1;19.7;550000;10835000;Таганский;2-й Гончарный переулок;Таганская;
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/285324734/;Москва;sale;flat;22;31;1;36.0;298611;10750000;Кунцево;№ 100 кв-л;Мякинино;Мякинино парк
Tikhomirova Estate;real_estate_agent;https://www.cian.ru/sale/flat/284202619/;Москва;sale;flat;4;16;1;35.0;308571;10800000;Лефортово;Таможенный проезд;Площадь Ильича;
Павел Коробов;realtor;https://www.cian.ru/sale/flat/285738014/;Москва;sale;flat;11;22;1;34.5;313043;10800000;;;Саларьево;
Семь Высоток;real_estate_agent;https://www.cian.ru/sale/flat/287144878/;Москва;sale;flat;13;14;1;38.0;282894;10750000;Нагорный;Варшавское шоссе;Варшавская;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/284854058/;Москва;sale;flat;7;17;1;33.5;322388;10800000;Ярославский;Красная Сосна;ВДНХ;Настроение
RED;real_estate_agent;https://www.cian.ru/sale/flat/285496474/;Москва;sale;flat;11;16;1;37.0;291891;10800000;;;Бунинская аллея;
А101;developer;https://www.cian.ru/sale/flat/273052784/;Москва;sale;flat;14;15;1;35.7;305561;10908541;;;Филатов Луг;
DOORS AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/287102644/;Москва;sale;flat;6;15;1;45.0;242222;10900000;Бирюлево Восточное;6-я Радиальная;Царицыно;Царицыно
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/284250674/;Москва;sale;flat;4;53;1;39.5;275949;10900000;Покровское-Стрешнево;Северо-Западный ао;Волоколамская;Сити Бэй ЖК
Группа Родина;developer;https://www.cian.ru/sale/flat/285604901/;Москва;sale;flat;3;13;1;37.3;293361;10942400;;;Ольховая;
LaRichesse;real_estate_agent;https://www.cian.ru/sale/flat/286528767/;Москва;sale;flat;7;9;1;30.2;362582;10950000;Донской;Загородное шоссе;Крымская;
ID 102917246;homeowner;https://www.cian.ru/sale/flat/287262904/;Москва;sale;flat;14;15;1;34.5;315942;10900000;;;Коммунарка;
Level Group;developer;https://www.cian.ru/sale/flat/287228165/;Москва;sale;flat;5;18;1;34.8;318499;11083794;Печатники;;Кожуховская;Левел Южнопортовая ЖК
КОРТРОС;developer;https://www.cian.ru/sale/flat/277306556/;Москва;sale;flat;2;26;1;25.4;434000;11023600;Останкинский;;Алексеевская;АйЛав ЖК
ФСК;developer;https://www.cian.ru/sale/flat/264327780/;Москва;sale;flat;-1;-1;-1;1.0;11022156;11022156;Покровское-Стрешнево;Северо-Западный ао;Спартак;Движение Тушино ЖК
Группа Родина;developer;https://www.cian.ru/sale/flat/285604705/;Москва;sale;flat;12;13;1;36.9;298420;11011700;;;Ольховая;
ID 100217662;homeowner;https://www.cian.ru/sale/flat/287354505/;Москва;sale;flat;11;16;1;37.2;295698;11000000;Бутырский;Яблочкова;Фонвизинская;
ПИК;developer;https://www.cian.ru/sale/flat/285159401/;Москва;sale;flat;2;13;1;34.9;320674;11191557;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Holland park
ПИК;developer;https://www.cian.ru/sale/flat/281410287/;Москва;sale;flat;25;33;1;40.4;275285;11121516;Южное Медведково;;Бабушкинская;Полярная 25 ЖК
Группа ЛСР;developer;https://www.cian.ru/sale/flat/282541919/;Москва;sale;flat;4;52;1;36.2;307400;11127880;Москворечье-Сабурово;;Москворечье;Вэйв ЖК
ПИК;developer;https://www.cian.ru/sale/flat/281170385/;Москва;sale;flat;24;33;1;34.6;322633;11163123;Очаково-Матвеевское;;Озёрная;Мичуринский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/278461910/;Москва;sale;flat;24;33;1;35.97;311281;11196813;Очаково-Матвеевское;;Аминьевская;Матвеевский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/286092453/;Москва;sale;flat;7;33;1;33.9;329100;11156512;Очаково-Матвеевское;;Аминьевская;Большая Очаковская 2 ЖК
ID 11130039;official_representative;https://www.cian.ru/sale/flat/284134642/;Москва;sale;flat;2;4;1;26.5;420000;11130000;Таганский;Земляной Вал;Таганская;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/286821648/;Москва;sale;flat;21;23;1;40.0;278750;11150000;Ново-Переделкино;Чоботовская;Новопеределкино;FoRest
ПИК;developer;https://www.cian.ru/sale/flat/281943169/;Москва;sale;flat;12;38;1;32.7;344914;11278720;Южнопортовый;;Волгоградский проспект;Первый Дубровский ЖК
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/286208044/;Москва;sale;flat;6;10;1;40.08;281911;11299000;Можайский;Сколковское шоссе;Сетунь;Stellar City
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/285997406/;Москва;sale;flat;12;23;1;42.6;264084;11250000;Измайлово;Сиреневый бульвар;Черкизовская;
ПИК;developer;https://www.cian.ru/sale/flat/281170309/;Москва;sale;flat;16;33;1;36.5;308467;11259071;Очаково-Матвеевское;;Озёрная;Мичуринский Парк ЖК
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/278751000/;Москва;sale;flat;4;9;1;33.0;340000;11220000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/260924618/;Москва;sale;flat;4;17;1;32.5;344615;11200000;Ярославский;Красная Сосна;Свиблово;Настроение
